Location (Code),Country,Zone (BR Vision),Network Type,POS Classification (Grp Level 1),IsOpen,isWholeSale,isWFJactive,Market_Network_Type
VBX,MEX,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
ZJF,CAN,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
RRG,BRA,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
CNA,BRA,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
VP0,MAL,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
H8R,MAL,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
K01,MAL,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
1XD,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
2PR,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
4Y7,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
A90,SWE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LYN,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
BDD,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
AIF,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
OT1,THA,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
C09,THA,ASIA,Network Type3,POS Classification1,Open,False,,Market_Network_Type7
VR2,THA,ASIA,Network Type3,POS Classification1,Open,False,,Market_Network_Type7
S6L,THA,ASIA,Network Type3,POS Classification1,Open,False,,Market_Network_Type7
FBM,THA,ASIA,Network Type3,POS Classification1,Open,False,,Market_Network_Type7
PQJ,IND,ASIA,Network Type5,POS Classification4,Open,False,,Market_Network_Type7
WKC,IND,ASIA,Network Type5,POS Classification4,Open,False,,Market_Network_Type7
ZC7,VIE,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type7
WGK,GRE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
25T,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WQ6,VIE,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type7
R6N,AUS,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
4HB,AUS,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
T9X,AUS,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
OSI,AUS,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
8EN,AUS,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
WLI,AUS,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
2E7,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
VFW,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
5TL,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
OOS,EGY,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YFL,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
1H0,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
N5S,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
0HJ,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
UJ3,SIN,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
RIN,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
MCP,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
OL5,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
85N,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
MY9,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
7S7,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
RMO,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
TVE,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
01S,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
PBJ,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
C03,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
ZH6,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
3AH,CAN,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
3FC,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
5OU,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
MRK,MEX,UK & Overseas,Network Type1,POS Classification1,Open,False,,Market_Network_Type7
PRR,JAP,ASIA,Network Type3,POS Classification3,Closed,False,,Market_Network_Type7
1Q0,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
NAM,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
7PZ,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HFR,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
YXM,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
S33,HUN,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TWV,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
IDG,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
JJI,USA,US,Network Type1,POS Classification4,Open,False,1.0,Market_Network_Type1
278,USA,US,Network Type1,POS Classification4,Open,False,,Market_Network_Type2
V1I,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
52C,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TV1,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
BHQ,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
Q2K,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
AFA,KOR,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
F2G,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0F0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TEZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NUE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1O7,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
CWW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BYB,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2VY,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
XOD,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D5F,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
FNZ,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
K2F,ITA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
Y4H,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
7Y6,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
UGR,LEB,EMEA,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
O66,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
LJ7,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
X9T,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
81I,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R8N,USA,US,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
QNJ,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
5EU,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CCW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1PP,JAP,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
KGP,UK,UK & Overseas,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
DVZ,FRA,EMEA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
0BQ,JAP,ASIA,Network Type1,POS Classification4,Open,False,,Market_Network_Type2
DUE,USA,US,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
4RW,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
LSZ,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
S6P,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
543,CZE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SHN,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
405,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
9EE,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
OQN,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
XQ6,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
0OA,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
SHR,SWE,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type2
N8T,RUS,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
A5M,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
XDK,KOR,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
3GU,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
9Y7,NLD,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BQY,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AGU,KOR,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
4C0,KOR,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
EMB,KOR,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
1J5,KOR,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
KY5,KOR,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
EXD,KOR,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
5C8,KOR,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
ZGB,KOR,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
TZT,KOR,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
AX1,MAC,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
5HI,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
ARB,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
A03,CYP,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0W4,MAC,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
0GV,CHI,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
A68,KOR,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
GLD,MAC,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
D7E,KOR,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
749,CHI,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
1ON,CHI,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
Y5P,CHI,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
JW3,KOR,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
M59,HON,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
FD0,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
6NN,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
88S,CHI,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
YVD,KOR,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
XA3,KOR,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type2
1UX,CHI,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
62N,CHI,ASIA,Network Type1,POS Classification1,Open,False,1.0,Market_Network_Type1
N9R,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
WLU,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
267,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
297,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
6RQ,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
7EW,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
ZP0,USA,US,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
RC1,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
TVX,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
ODB,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
I3U,TAI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
2T6,JAP,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type7
50Z,JAP,ASIA,Network Type1,POS Classification1,Open,False,,Market_Network_Type7
H8J,CHI,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
BSV,KOR,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
YUN,KOR,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
2N7,KOR,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
8QV,KOR,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
4QG,HON,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
U0Q,IND,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
OFG,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
FU7,ITA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
A6G,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
LMK,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SZI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UYM,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UVI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D66,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HMV,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
PFX,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
H3S,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MD4,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
55U,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Q9Y,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FIU,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
KC3,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
KXD,UAE,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type3
NNT,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GPU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AM3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
I13,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CEV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C7E,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4LE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RUP,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0MZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BIE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1V6,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type5
EA5,HON,ASIA,Network Type5,POS Classification2,Open,False,,Market_Network_Type3
B84,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
FTT,KUW,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type3
LBW,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NG9,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7ER,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R8I,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WJT,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YTI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BI9,USA,US,Network Type5,POS Classification4,Open,False,,Market_Network_Type4
3D0,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OKO,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
